,name,label
0,0_4,0
1,0_393,1
2,0_927,2
3,0_981,3
4,0_1403,4
5,0_75,0
6,0_336,1
7,0_490,2
8,0_1009,3
9,0_1426,4
10,0_5,0
11,0_388,1
12,0_864,2
13,0_944,3
14,0_1376,4
15,0_97,0
16,0_409,1
17,0_798,2
18,0_1185,3
19,0_1432,4
20,0_153,0
21,0_707,1
22,0_926,2
23,0_1064,3
24,0_1340,4
25,0_64,0
26,0_703,1
27,0_775,2
28,0_1037,3
29,0_1379,4
30,0_10,0
31,0_604,1
32,0_524,2
33,0_1120,3
34,0_1394,4
35,0_116,0
36,0_697,1
37,0_493,2
38,0_1103,3
39,0_1217,4
40,0_134,0
41,0_719,1
42,0_909,2
43,0_549,3
44,0_1443,4
45,0_84,0
46,0_687,1
47,0_528,2
48,0_1004,3
49,0_1266,4
50,0_173,0
51,0_667,1
52,0_500,2
53,0_1036,3
54,0_580,4
55,0_151,0
56,0_385,1
57,0_905,2
58,0_1051,3
59,0_1416,4
60,0_121,0
61,0_372,1
62,0_767,2
63,0_1130,3
64,0_1418,4
65,0_170,0
66,0_437,1
67,0_794,2
68,0_1034,3
69,0_1440,4
70,0_202,0
71,0_603,1
72,0_859,2
73,0_1018,3
74,0_599,4
75,0_81,0
76,0_354,1
77,0_748,2
78,0_977,3
79,0_1383,4
80,0_198,0
81,0_358,1
82,0_529,2
83,0_572,3
84,0_590,4
85,0_228,0
86,0_688,1
87,0_817,2
88,0_1111,3
89,0_1407,4
90,0_16,0
91,0_435,1
92,0_479,2
93,0_1173,3
94,0_1353,4
95,0_62,0
96,0_686,1
97,0_454,2
98,0_985,3
99,0_1300,4
100,0_69,0
101,0_673,1
102,0_827,2
103,0_949,3
104,0_1380,4
105,0_18,0
106,0_692,1
107,0_795,2
108,0_1127,3
109,0_1256,4
110,0_82,0
111,0_329,1
112,0_892,2
113,0_560,3
114,0_1226,4
115,0_32,0
116,0_740,1
117,0_847,2
118,0_1039,3
119,0_1429,4
120,0_65,0
121,0_430,1
122,0_940,2
123,0_1061,3
124,0_1415,4
125,0_249,0
126,0_323,1
127,0_505,2
128,0_976,3
129,0_1431,4
130,0_235,0
131,0_386,1
132,0_461,2
133,0_1175,3
134,0_1381,4
135,0_246,0
136,0_389,1
137,0_882,2
138,0_1159,3
139,0_1343,4
140,0_87,0
141,0_318,1
142,0_900,2
143,0_1076,3
144,0_1258,4
145,0_54,0
146,0_315,1
147,0_776,2
148,0_1158,3
149,0_1305,4
150,0_220,0
151,0_736,1
152,0_908,2
153,0_1082,3
154,0_1214,4
155,0_257,0
156,0_434,1
157,0_765,2
158,0_1143,3
159,0_593,4
160,0_55,0
161,0_640,1
162,0_780,2
163,0_1057,3
164,0_1262,4
165,0_40,0
166,0_624,1
167,0_935,2
168,0_947,3
169,0_1243,4
170,0_262,0
171,0_617,1
172,0_766,2
173,0_535,3
174,0_1310,4
175,0_154,0
176,0_681,1
177,0_917,2
178,0_573,3
179,0_1397,4
180,0_195,0
181,0_662,1
182,0_758,2
183,0_1005,3
184,0_1359,4
185,0_53,0
186,0_657,1
187,0_522,2
188,0_1052,3
189,0_1208,4
190,0_218,0
191,0_325,1
192,0_838,2
193,0_540,3
194,0_1265,4
195,0_212,0
196,0_297,1
197,0_870,2
198,0_1088,3
199,0_1335,4
200,0_271,0
201,0_600,1
202,0_835,2
203,0_1123,3
204,0_1299,4
205,0_35,0
206,0_712,1
207,0_840,2
208,0_562,3
209,0_1207,4
210,0_20,0
211,0_732,1
212,0_887,2
213,0_961,3
214,0_1268,4
215,0_120,0
216,0_412,1
217,0_752,2
218,0_1141,3
219,0_1198,4
220,0_275,0
221,0_635,1
222,0_880,2
223,0_1031,3
224,0_1204,4
225,0_240,0
226,0_356,1
227,0_915,2
228,0_1010,3
229,0_1201,4
230,0_183,0
231,0_360,1
232,0_768,2
233,0_569,3
234,0_1406,4
235,0_7,0
236,0_384,1
237,0_789,2
238,0_1139,3
239,0_1220,4
240,0_126,0
241,0_723,1
242,0_463,2
243,0_956,3
244,0_1439,4
245,0_237,0
246,0_625,1
247,0_760,2
248,0_1177,3
249,0_1249,4
250,0_156,0
251,0_332,1
252,0_903,2
253,0_980,3
254,0_1227,4
255,0_205,0
256,0_439,1
257,0_518,2
258,0_1074,3
259,0_1390,4
260,0_95,0
261,0_300,1
262,0_872,2
263,0_1153,3
264,0_1326,4
265,0_61,0
266,0_346,1
267,0_933,2
268,0_1188,3
269,0_1434,4
270,0_98,0
271,0_348,1
272,0_822,2
273,0_1107,3
274,0_1358,4
275,0_222,0
276,0_708,1
277,0_468,2
278,0_1106,3
279,0_1203,4
280,0_147,0
281,0_331,1
282,0_751,2
283,0_986,3
284,0_1234,4
285,0_130,0
286,0_420,1
287,0_849,2
288,0_1169,3
289,0_578,4
290,0_123,0
291,0_742,1
292,0_514,2
293,0_1165,3
294,0_586,4
295,0_253,0
296,0_328,1
297,0_485,2
298,0_1013,3
299,0_1393,4
300,0_100,0
301,0_404,1
302,0_812,2
303,0_954,3
304,0_1264,4
305,0_78,0
306,0_731,1
307,0_801,2
308,0_1095,3
309,0_597,4
310,0_136,0
311,0_378,1
312,0_743,2
313,0_1056,3
314,0_1330,4
315,0_221,0
316,0_716,1
317,0_939,2
318,0_1118,3
319,0_1329,4
320,0_219,0
321,0_643,1
322,0_749,2
323,0_1080,3
324,0_1389,4
325,0_107,0
326,0_646,1
327,0_492,2
328,0_1067,3
329,0_1223,4
330,0_77,0
331,0_628,1
332,0_453,2
333,0_1043,3
334,0_1349,4
335,0_185,0
336,0_718,1
337,0_475,2
338,0_1112,3
339,0_592,4
340,0_236,0
341,0_614,1
342,0_925,2
343,0_1161,3
344,0_1240,4
345,0_259,0
346,0_666,1
347,0_745,2
348,0_1086,3
349,0_1430,4
350,0_15,0
351,0_314,1
352,0_753,2
353,0_1136,3
354,0_1215,4
355,0_288,0
356,0_301,1
357,0_763,2
358,0_960,3
359,0_1342,4
360,0_287,0
361,0_380,1
362,0_895,2
363,0_1066,3
364,0_1284,4
365,0_108,0
366,0_299,1
367,0_783,2
368,0_990,3
369,0_1244,4
370,0_50,0
371,0_350,1
372,0_513,2
373,0_964,3
374,0_1410,4
375,0_274,0
376,0_729,1
377,0_790,2
378,0_1116,3
379,0_1428,4
380,0_167,0
381,0_655,1
382,0_853,2
383,0_1049,3
384,0_1448,4
385,0_144,0
386,0_648,1
387,0_828,2
388,0_1070,3
389,0_1318,4
390,0_278,0
391,0_730,1
392,0_774,2
393,0_1129,3
394,0_1375,4
395,0_58,0
396,0_653,1
397,0_811,2
398,0_1113,3
399,0_1420,4
400,0_26,0
401,0_701,1
402,0_850,2
403,0_1184,3
404,0_587,4
405,0_270,0
406,0_650,1
407,0_857,2
408,0_1054,3
409,0_1369,4
410,0_99,0
411,0_341,1
412,0_894,2
413,0_1001,3
414,0_1206,4
415,0_217,0
416,0_410,1
417,0_820,2
418,0_969,3
419,0_1293,4
420,0_276,0
421,0_734,1
422,0_781,2
423,0_955,3
424,0_1331,4
425,0_199,0
426,0_326,1
427,0_888,2
428,0_1027,3
429,0_1327,4
430,0_226,0
431,0_338,1
432,0_792,2
433,0_539,3
434,0_1355,4
435,0_124,0
436,0_370,1
437,0_470,2
438,0_1102,3
439,0_1351,4
440,0_48,0
441,0_613,1
442,0_473,2
443,0_544,3
444,0_1270,4
445,0_150,0
446,0_363,1
447,0_484,2
448,0_551,3
449,0_1219,4
450,0_19,0
451,0_309,1
452,0_496,2
453,0_554,3
454,0_1253,4
455,0_133,0
456,0_696,1
457,0_910,2
458,0_1168,3
459,0_1242,4
460,0_190,0
461,0_647,1
462,0_808,2
463,0_557,3
464,0_1436,4
465,0_197,0
466,0_630,1
467,0_907,2
468,0_1063,3
469,0_1374,4
470,0_21,0
471,0_638,1
472,0_772,2
473,0_1029,3
474,0_1315,4
475,0_60,0
476,0_722,1
477,0_881,2
478,0_1170,3
479,0_1341,4
480,0_229,0
481,0_397,1
482,0_896,2
483,0_1092,3
484,0_1247,4
485,0_46,0
486,0_705,1
487,0_447,2
488,0_1032,3
489,0_1254,4
490,0_242,0
491,0_717,1
492,0_477,2
493,0_957,3
494,0_1354,4
495,0_247,0
496,0_422,1
497,0_459,2
498,0_1015,3
499,0_1314,4
500,0_104,0
501,0_379,1
502,0_877,2
503,0_542,3
504,0_1316,4
505,0_90,0
506,0_414,1
507,0_855,2
508,0_1186,3
509,0_582,4
510,0_155,0
511,0_313,1
512,0_929,2
513,0_1189,3
514,0_1387,4
515,0_188,0
516,0_366,1
517,0_746,2
518,0_1019,3
519,0_1241,4
520,0_111,0
521,0_374,1
522,0_923,2
523,0_564,3
524,0_1209,4
525,0_172,0
526,0_739,1
527,0_502,2
528,0_1046,3
529,0_1411,4
530,0_102,0
531,0_413,1
532,0_516,2
533,0_1182,3
534,0_1321,4
535,0_182,0
536,0_367,1
537,0_491,2
538,0_547,3
539,0_1391,4
540,0_92,0
541,0_704,1
542,0_806,2
543,0_1108,3
544,0_594,4
545,0_159,0
546,0_416,1
547,0_824,2
548,0_543,3
549,0_1345,4
550,0_22,0
551,0_337,1
552,0_911,2
553,0_987,3
554,0_1419,4
555,0_285,0
556,0_419,1
557,0_869,2
558,0_1093,3
559,0_1356,4
560,0_79,0
561,0_298,1
562,0_509,2
563,0_1014,3
564,0_1261,4
565,0_86,0
566,0_411,1
567,0_874,2
568,0_993,3
569,0_1392,4
570,0_255,0
571,0_726,1
572,0_784,2
573,0_994,3
574,0_1287,4
575,0_110,0
576,0_735,1
577,0_515,2
578,0_1017,3
579,0_1377,4
580,0_57,0
581,0_677,1
582,0_916,2
583,0_950,3
584,0_1454,4
585,0_113,0
586,0_400,1
587,0_941,2
588,0_541,3
589,0_1274,4
590,0_269,0
591,0_377,1
592,0_876,2
593,0_1021,3
594,0_1248,4
595,0_209,0
596,0_720,1
597,0_842,2
598,0_973,3
599,0_1277,4
600,0_38,0
601,0_349,1
602,0_856,2
603,0_1022,3
604,0_576,4
605,0_25,0
606,0_304,1
607,0_865,2
608,0_1125,3
609,0_1236,4
610,0_83,0
611,0_421,1
612,0_871,2
613,0_1152,3
614,0_1423,4
615,0_49,0
616,0_627,1
617,0_750,2
618,0_1055,3
619,0_1246,4
620,0_103,0
621,0_418,1
622,0_457,2
623,0_1084,3
624,0_1459,4
625,0_279,0
626,0_381,1
627,0_481,2
628,0_1099,3
629,0_1408,4
630,0_42,0
631,0_319,1
632,0_901,2
633,0_1132,3
634,0_1298,4
635,0_139,0
636,0_303,1
637,0_476,2
638,0_1025,3
639,0_1399,4
640,0_114,0
641,0_689,1
642,0_845,2
643,0_1077,3
644,0_1199,4
645,0_94,0
646,0_615,1
647,0_469,2
648,0_984,3
649,0_1455,4
650,0_76,0
651,0_721,1
652,0_815,2
653,0_1011,3
654,0_1363,4
655,0_281,0
656,0_660,1
657,0_523,2
658,0_1167,3
659,0_1433,4
660,0_192,0
661,0_710,1
662,0_942,2
663,0_1062,3
664,0_1333,4
665,0_138,0
666,0_711,1
667,0_777,2
668,0_553,3
669,0_584,4
670,0_189,0
671,0_429,1
672,0_512,2
673,0_982,3
674,0_1441,4
675,0_30,0
676,0_387,1
677,0_474,2
678,0_979,3
679,0_1319,4
680,0_165,0
681,0_407,1
682,0_919,2
683,0_1071,3
684,0_1205,4
685,0_115,0
686,0_438,1
687,0_456,2
688,0_1172,3
689,0_1282,4
690,0_9,0
691,0_609,1
692,0_884,2
693,0_1128,3
694,0_1260,4
695,0_233,0
696,0_373,1
697,0_818,2
698,0_1087,3
699,0_577,4
700,0_241,0
701,0_392,1
702,0_466,2
703,0_1053,3
704,0_1401,4
705,0_85,0
706,0_344,1
707,0_793,2
708,0_1154,3
709,0_1388,4
710,0_245,0
711,0_680,1
712,0_834,2
713,0_1171,3
714,0_1442,4
715,0_169,0
716,0_293,1
717,0_744,2
718,0_988,3
719,0_1308,4
720,0_166,0
721,0_395,1
722,0_504,2
723,0_1149,3
724,0_1312,4
725,0_148,0
726,0_642,1
727,0_930,2
728,0_1100,3
729,0_1279,4
730,0_47,0
731,0_417,1
732,0_779,2
733,0_999,3
734,0_1218,4
735,0_145,0
736,0_691,1
737,0_530,2
738,0_1033,3
739,0_1384,4
740,0_213,0
741,0_654,1
742,0_747,2
743,0_992,3
744,0_1210,4
745,0_105,0
746,0_621,1
747,0_799,2
748,0_970,3
749,0_1348,4
750,0_171,0
751,0_361,1
752,0_519,2
753,0_991,3
754,0_1288,4
755,0_265,0
756,0_639,1
757,0_802,2
758,0_568,3
759,0_1281,4
760,0_129,0
761,0_672,1
762,0_796,2
763,0_1094,3
764,0_1283,4
765,0_146,0
766,0_426,1
767,0_487,2
768,0_1176,3
769,0_1438,4
770,0_256,0
771,0_616,1
772,0_771,2
773,0_1181,3
774,0_1278,4
775,0_137,0
776,0_433,1
777,0_773,2
778,0_1040,3
779,0_1360,4
780,0_184,0
781,0_408,1
782,0_928,2
783,0_958,3
784,0_1324,4
785,0_160,0
786,0_619,1
787,0_858,2
788,0_1090,3
789,0_1232,4
790,0_186,0
791,0_383,1
792,0_489,2
793,0_1065,3
794,0_1339,4
795,0_206,0
796,0_706,1
797,0_495,2
798,0_1109,3
799,0_1195,4
800,0_200,0
801,0_634,1
802,0_899,2
803,0_1131,3
804,0_1398,4
805,0_117,0
806,0_622,1
807,0_757,2
808,0_1178,3
809,0_1325,4
810,0_74,0
811,0_685,1
812,0_836,2
813,0_1114,3
814,0_1212,4
815,0_8,0
816,0_368,1
817,0_813,2
818,0_567,3
819,0_581,4
820,0_208,0
821,0_347,1
822,0_878,2
823,0_1133,3
824,0_1449,4
825,0_125,0
826,0_436,1
827,0_936,2
828,0_546,3
829,0_1276,4
830,0_250,0
831,0_376,1
832,0_478,2
833,0_1079,3
834,0_1222,4
835,0_96,0
836,0_694,1
837,0_921,2
838,0_537,3
839,0_1245,4
840,0_93,0
841,0_311,1
842,0_452,2
843,0_1122,3
844,0_1400,4
845,0_164,0
846,0_334,1
847,0_521,2
848,0_1008,3
849,0_598,4
850,0_152,0
851,0_612,1
852,0_863,2
853,0_1117,3
854,0_1322,4
855,0_45,0
856,0_294,1
857,0_931,2
858,0_1045,3
859,0_1294,4
860,0_243,0
861,0_690,1
862,0_846,2
863,0_1003,3
864,0_595,4
865,0_291,0
866,0_652,1
867,0_814,2
868,0_1138,3
869,0_1350,4
870,0_178,0
871,0_665,1
872,0_525,2
873,0_1024,3
874,0_1362,4
875,0_264,0
876,0_679,1
877,0_825,2
878,0_1044,3
879,0_1309,4
880,0_71,0
881,0_362,1
882,0_445,2
883,0_574,3
884,0_1357,4
885,0_234,0
886,0_415,1
887,0_920,2
888,0_1089,3
889,0_1213,4
890,0_34,0
891,0_683,1
892,0_873,2
893,0_1150,3
894,0_1367,4
895,0_59,0
896,0_335,1
897,0_852,2
898,0_1096,3
899,0_1344,4
900,0_196,0
901,0_713,1
902,0_517,2
903,0_1144,3
904,0_1424,4
905,0_175,0
906,0_306,1
907,0_821,2
908,0_997,3
909,0_1280,4
910,0_161,0
911,0_316,1
912,0_826,2
913,0_1137,3
914,0_1224,4
915,0_280,0
916,0_342,1
917,0_761,2
918,0_1083,3
919,0_1371,4
920,0_207,0
921,0_725,1
922,0_782,2
923,0_1119,3
924,0_1347,4
925,0_248,0
926,0_601,1
927,0_503,2
928,0_1110,3
929,0_1427,4
930,0_181,0
931,0_738,1
932,0_890,2
933,0_1146,3
934,0_1458,4
935,0_158,0
936,0_330,1
937,0_832,2
938,0_550,3
939,0_1211,4
940,0_43,0
941,0_651,1
942,0_860,2
943,0_1101,3
944,0_1306,4
945,0_201,0
946,0_307,1
947,0_511,2
948,0_558,3
949,0_1228,4
950,0_27,0
951,0_312,1
952,0_830,2
953,0_532,3
954,0_1346,4
955,0_239,0
956,0_398,1
957,0_800,2
958,0_1142,3
959,0_1352,4
960,0_179,0
961,0_371,1
962,0_460,2
963,0_1060,3
964,0_1338,4
965,0_41,0
966,0_618,1
967,0_501,2
968,0_552,3
969,0_1450,4
970,0_204,0
971,0_674,1
972,0_472,2
973,0_1041,3
974,0_1202,4
975,0_272,0
976,0_702,1
977,0_918,2
978,0_1157,3
979,0_1269,4
980,0_187,0
981,0_308,1
982,0_508,2
983,0_1072,3
984,0_585,4
985,0_13,0
986,0_320,1
987,0_497,2
988,0_561,3
989,0_1404,4
990,0_283,0
991,0_671,1
992,0_914,2
993,0_1155,3
994,0_1271,4
995,0_194,0
996,0_637,1
997,0_924,2
998,0_1163,3
999,0_1197,4
1000,0_56,0
1001,0_682,1
1002,0_833,2
1003,0_1151,3
1004,0_1328,4
1005,0_210,0
1006,0_631,1
1007,0_837,2
1008,0_966,3
1009,0_1221,4
1010,0_128,0
1011,0_632,1
1012,0_861,2
1013,0_948,3
1014,0_1386,4
1015,0_286,0
1016,0_353,1
1017,0_770,2
1018,0_1190,3
1019,0_583,4
1020,0_224,0
1021,0_728,1
1022,0_482,2
1023,0_571,3
1024,0_1451,4
1025,0_225,0
1026,0_607,1
1027,0_866,2
1028,0_967,3
1029,0_1361,4
1030,0_33,0
1031,0_693,1
1032,0_787,2
1033,0_1160,3
1034,0_1200,4
1035,0_119,0
1036,0_709,1
1037,0_797,2
1038,0_548,3
1039,0_1385,4
1040,0_132,0
1041,0_402,1
1042,0_458,2
1043,0_1006,3
1044,0_1237,4
1045,0_143,0
1046,0_390,1
1047,0_841,2
1048,0_996,3
1049,0_588,4
1050,0_260,0
1051,0_698,1
1052,0_520,2
1053,0_952,3
1054,0_1196,4
1055,0_0,0
1056,0_365,1
1057,0_455,2
1058,0_1121,3
1059,0_579,4
1060,0_106,0
1061,0_605,1
1062,0_442,2
1063,0_559,3
1064,0_1402,4
1065,0_227,0
1066,0_352,1
1067,0_446,2
1068,0_965,3
1069,0_1263,4
1070,0_52,0
1071,0_636,1
1072,0_809,2
1073,0_1026,3
1074,0_1334,4
1075,0_112,0
1076,0_620,1
1077,0_839,2
1078,0_1030,3
1079,0_1225,4
1080,0_2,0
1081,0_295,1
1082,0_810,2
1083,0_1073,3
1084,0_1216,4
1085,0_174,0
1086,0_340,1
1087,0_816,2
1088,0_533,3
1089,0_1365,4
1090,0_232,0
1091,0_629,1
1092,0_889,2
1093,0_1047,3
1094,0_1453,4
1095,0_68,0
1096,0_626,1
1097,0_764,2
1098,0_1007,3
1099,0_1437,4
1100,0_24,0
1101,0_345,1
1102,0_451,2
1103,0_1078,3
1104,0_1370,4
1105,0_67,0
1106,0_405,1
1107,0_791,2
1108,0_565,3
1109,0_1239,4
1110,0_215,0
1111,0_324,1
1112,0_480,2
1113,0_570,3
1114,0_1446,4
1115,0_244,0
1116,0_321,1
1117,0_510,2
1118,0_983,3
1119,0_1233,4
1120,0_284,0
1121,0_623,1
1122,0_902,2
1123,0_978,3
1124,0_591,4
1125,0_230,0
1126,0_633,1
1127,0_444,2
1128,0_1156,3
1129,0_1304,4
1130,0_168,0
1131,0_670,1
1132,0_851,2
1133,0_1148,3
1134,0_1272,4
1135,0_31,0
1136,0_695,1
1137,0_506,2
1138,0_556,3
1139,0_1285,4
1140,0_216,0
1141,0_610,1
1142,0_868,2
1143,0_1126,3
1144,0_1275,4
1145,0_191,0
1146,0_741,1
1147,0_913,2
1148,0_534,3
1149,0_1257,4
1150,0_127,0
1151,0_658,1
1152,0_443,2
1153,0_998,3
1154,0_1373,4
1155,0_72,0
1156,0_661,1
1157,0_507,2
1158,0_1098,3
1159,0_1336,4
1160,0_37,0
1161,0_292,1
1162,0_912,2
1163,0_946,3
1164,0_1238,4
